标题,小区,年限,户型,面积,楼层,单价,装修,总价,地址1,地址2,地址3,发布日期,url
景观花园 158方近万达 地铁 南北对流 188万 钥匙在手,景观花园,2010,4室2厅2卫,158.0,中层(共13层),11898.0,精装修,188,增城,荔城中区,夏街大道197号,2018年06月09日,https://guangzhou.anjuke.com/prop/view/A1275719517?from=filter&spread=commsearch_p&position=509&kwtype=filter&now_time=1529383406
锦绣新天地四房出售 朝向好位置佳 性价比超高的房子,锦绣新天地,2008,4室2厅2卫,126.7,低层(共20层),20752.0,精装修,263,增城,新塘,府前路29号,2018年06月17日,https://guangzhou.anjuke.com/prop/view/A1286134811?from=filter&spread=commsearch_p&position=508&kwtype=filter&now_time=1529383406
工业大道北，方正一房单位，现售145万,工业大道北路小区,1980,1室1厅1卫,45.0,共5层,32222.0,简单装修,145,海珠,宝岗大道,工业大道北路,2018年05月18日,https://guangzhou.anjuke.com/prop/view/A1238032809?from=filter-saleMetro&spread=commsearch_p&position=660&kwtype=filter&now_time=1529383426
|诚信裕馨|地铁就在门口，电梯三房，税费超低，总价超值,西苑小区,2003,3室2厅1卫,95.0,低层(共12层),15789.0,简单装修,150,花都,花都西,荔红南路12-33号,2018年05月09日,https://guangzhou.anjuke.com/prop/view/A1220491895?from=filter&spread=commsearch_p&position=659&kwtype=filter&now_time=1529383426
盛世名门两房出售 北向望花园 送平台 地铁口房源,新都盛世名门,2010,2室2厅1卫,75.0,低层(共12层),26000.0,简单装修,195,增城,新塘,东进东路8号,2018年05月13日,https://guangzhou.anjuke.com/prop/view/A1228318264?from=filter&spread=commsearch_p&position=658&kwtype=filter&now_time=1529383426
锦绣新天地，正南向三房，方正，光线足，保养不错，看房方遍,锦绣新天地,2010,3室2厅1卫,90.0,中层(共16层),20555.0,简单装修,185,增城,新塘,府前路29号,2018年03月31日,https://guangzhou.anjuke.com/prop/view/A1169344606?from=filter&spread=commsearch_p&position=657&kwtype=filter&now_time=1529383426
敦和路 明晖苑 2房 带30方平台花园 省级学位,明晖苑,1997,1室1厅1卫,55.0,低层(共9层),27272.0,简单装修,150,海珠,广州大道南,敦和路78号,2018年06月10日,https://guangzhou.anjuke.com/prop/view/A1276564148?from=filter-saleMetro-salesxq&spread=commsearch_p&position=656&kwtype=filter&now_time=1529383426
地铁附近80万可以购买房产证16平方实用40平方可入户广州,净慧路小区,1990,1室1厅1卫,50.0,低层(共9层),30000.0,简单装修,150,越秀,西门口,净慧路,2018年05月31日,https://guangzhou.anjuke.com/prop/view/A1262776032?from=filter&spread=commsearch_p&position=655&kwtype=filter&now_time=1529383426
五羊K区 超实用一房一厅 采光好 省级培正东实名校 业主急售,五羊新城南区,1998,1室1厅1卫,33.0,低层(共9层),51515.0,简单装修,170,越秀,五羊新城,寺右新马路南一街三巷,2018年04月13日,https://guangzhou.anjuke.com/prop/view/A1186553780?from=filter-saleMetro&spread=commsearch_p&position=654&kwtype=filter&now_time=1529383426
盘福路细积正规一房一厅 入读省级东风西小学 看房方便,盘福社区,1999,1室1厅1卫,32.0,低层(共9层),49375.0,简单装修,158,越秀,盘福路,盘福路,2018年05月30日,https://guangzhou.anjuke.com/prop/view/A1260682753?from=filter-saleMetro&spread=commsearch_p&position=653&kwtype=filter&now_time=1529383426
丰庭花园 地铁口物业93方180万 业主诚心出售,丰庭花园,2006,3室2厅2卫,93.0,低层(共14层),19354.0,简单装修,180,南沙,金洲,广丰路,2018年05月03日,https://guangzhou.anjuke.com/prop/view/A1211705327?from=filter-saleMetro&spread=commsearch_p&position=652&kwtype=filter&now_time=1529383426
加怡花园地铁口 电梯一房 户型方正实用 送平台 仅售140万,加怡花园,1999,1室1厅1卫,35.0,低层(共9层),40000.0,简单装修,140,海珠,东晓南,侨港路,2018年06月07日,https://guangzhou.anjuke.com/prop/view/A1272274674?from=filter-saleMetro-salesxq&spread=commsearch_p&position=651&kwtype=filter&now_time=1529383426
北较场横路大院 小积学位房 产权清晰够五年唯一 真实信息,北较场横路8号大院,1999,1室1厅1卫,40.0,低层(共8层),42500.0,简单装修,170,越秀,建设,北较场横路8号,2018年05月20日,https://guangzhou.anjuke.com/prop/view/A1242185363?from=filter&spread=commsearch_p&position=650&kwtype=filter&now_time=1529383426
磨碟沙地铁隔壁 低层正规大一房 可改两房 超大两房 看楼方便,丽景花苑,2000,1室1厅1卫,45.0,低层(共9层),34777.0,简单装修,156.5,海珠,琶洲,新港东路72号,2018年06月06日,https://guangzhou.anjuke.com/prop/view/A1270949251?from=filter-saleMetro&spread=commsearch_p&position=649&kwtype=filter&now_time=1529383426
低层二楼  适合老人家居住   间隔方正通风好  大院管理,基立新村,1995,2室1厅1卫,53.0,低层(共12层),32075.0,简单装修,170,海珠,前进路,第一津街33号,2018年04月11日,https://guangzhou.anjuke.com/prop/view/A1182908879?from=filter-saleMetro-salesxq&spread=commsearch_p&position=648&kwtype=filter&now_time=1529383426
省级执信小学 执信南中学学位 41方 可改2房 东山地铁站,竹丝岗大马路小区,1992,1室1厅1卫,41.0,低层(共9层),44390.0,简单装修,182,越秀,东川,竹丝岗大马路,2018年04月20日,https://guangzhou.anjuke.com/prop/view/A1195557233?from=filter-saleMetro-salesxq&spread=commsearch_p&position=647&kwtype=filter&now_time=1529383426
湖滨小区 低楼层 实用大一房 南北对流 满五年省税费,湖滨小区,1999,1室1厅1卫,41.0,低层(共9层),43902.0,简单装修,180,越秀,大沙头,东湖西路6-70号,2018年04月14日,https://guangzhou.anjuke.com/prop/view/A1187319163?from=filter-saleMetro&spread=commsearch_p&position=646&kwtype=filter&now_time=1529383426
正升雅境，出售，打造属于您自己的空间,正升雅境,2012,1室1厅1卫,47.0,低层(共18层),38297.0,简单装修,180,白云,机场路,三元里大道963号,2018年06月11日,https://guangzhou.anjuke.com/prop/view/A1278715789?from=filter-saleMetro&spread=commsearch_p&position=645&kwtype=filter&now_time=1529383426
新收靓盘 大院管理 楼层低 环境安静 轻松改两房,北较场横路8号大院,1995,1室1厅1卫,41.0,低层(共9层),43414.0,简单装修,178,越秀,建设,北较场横路8号,2018年05月22日,https://guangzhou.anjuke.com/prop/view/A1247015791?from=filter&spread=commsearch_p&position=644&kwtype=filter&now_time=1529383426
东山口 烟墩路 南北向大单间 总价低 读署前小学 随时看,烟墩新街小区,2000,1室0厅1卫,29.4,低层(共6层),52721.0,简单装修,155,越秀,东山口,烟墩新街,2018年05月13日,https://guangzhou.anjuke.com/prop/view/A1227985935?from=filter&spread=commsearch_p&position=643&kwtype=filter&now_time=1529383426
锦绣天伦 过两年 豪华装修 南北通透 温馨欧式风格 诚心出售,锦绣天伦花园,2013,2室2厅1卫,73.0,低层(共32层),22191.0,豪华装修,162,增城,新塘,新沙大道北30号,2018年06月14日,https://guangzhou.anjuke.com/prop/view/A1282346570?from=filter&spread=commsearch_p&position=642&kwtype=filter&now_time=1529383426
惠百士笋盘，靓装两房，地铁口物业，位置好，送家私家电，急售,金泽惠百氏,2013,2室2厅1卫,73.0,低层(共11层),24657.0,精装修,180,增城,新塘,广深大道西180号,2018年06月17日,https://guangzhou.anjuke.com/prop/view/A1287003822?from=filter&spread=commsearch_p&position=640&kwtype=filter&now_time=1529383426
新世界豪装两房 全新未住家私电送 业主换房急降12万凑首付,新塘新世界花园,2009,2室2厅1卫,76.0,低层(共7层),22105.0,精装修,168,增城,新塘,花园东路6号,2018年06月14日,https://guangzhou.anjuke.com/prop/view/A1282097200?from=filter&spread=commsearch_p&position=641&kwtype=filter&now_time=1529383426
惠百氏 精装两房 白江地铁口业务 小区安全素质高,金泽惠百氏,2008,2室1厅1卫,75.0,低层(共19层),23333.0,精装修,175,增城,新塘,广深大道西180号,2018年06月14日,https://guangzhou.anjuke.com/prop/view/A1281822366?from=filter&spread=commsearch_p&position=638&kwtype=filter&now_time=1529383426
新康花园 精装两房 低楼层 总价低,新康花园,2003,2室2厅1卫,79.0,低层(共6层),18354.0,精装修,145,增城,新塘,广深大道108号,2018年05月11日,https://guangzhou.anjuke.com/prop/view/A1224419886?from=filter&spread=commsearch_p&position=637&kwtype=filter&now_time=1529383426
锦绣天伦  豪装两房 72方 160万 随时看房,锦绣天伦花园,2014,2室1厅1卫,72.0,低层(共33层),22222.0,豪华装修,160,增城,新塘,新沙大道北30号,2018年05月04日,https://guangzhou.anjuke.com/prop/view/A1213067980?from=filter&spread=commsearch_p&position=636&kwtype=filter&now_time=1529383426
沙村地铁口 万象苑电梯二房 总价低 采光通风好 交通便利,新塘新世界花园,2012,2室2厅1卫,79.0,低层(共18层),21518.0,精装修,170,增城,新塘,花园东路6号,2018年06月04日,https://guangzhou.anjuke.com/prop/view/A1268120752?from=filter&spread=commsearch_p&position=635&kwtype=filter&now_time=1529383426
地铁口新塘新世界花园 精装两房 低楼层带花园 满五低税费,新塘新世界花园,2007,2室2厅1卫,78.0,低层(共7层),20512.0,精装修,160,增城,新塘,花园东路6号,2018年06月08日,https://guangzhou.anjuke.com/prop/view/A1274506202?from=filter&spread=commsearch_p&position=634&kwtype=filter&now_time=1529383426
金泽豪庭 精装2室 业主急出手换房  地铁口 天河上班方便,金泽豪庭,2009,2室2厅1卫,70.0,低层(共26层),25000.0,精装修,175,增城,新塘,金泽路1号,2018年04月03日,https://guangzhou.anjuke.com/prop/view/A1173150360?from=filter&spread=commsearch_p&position=633&kwtype=filter&now_time=1529383426
新世界嘉华苑 一楼带60方花园 业主急卖158万 证过二年,新塘新世界花园,2007,2室1厅1卫,78.0,低层(共7层),20256.0,精装修,158,增城,新塘,花园东路6号,2018年05月28日,https://guangzhou.anjuke.com/prop/view/A1258072733?from=filter&spread=commsearch_p&position=632&kwtype=filter&now_time=1529383426
南沙，阳光城丽景湾，83方123方精装,阳光城丽景湾,2001,1室0厅0卫,84.0,共1层,19285.0,简单装修,162,南沙,金洲,金沙路,2018年05月31日,https://guangzhou.anjuke.com/prop/view/A1262202313?from=filter&spread=commsearch_p&position=631&kwtype=filter&now_time=1529383426
新塘新世界花园 一楼带花园两房南向 产权清晰 欢迎来电看房,新塘新世界花园,2005,2室2厅1卫,78.0,低层(共23层),23076.0,精装修,180,增城,新塘,花园东路6号,2018年06月17日,https://guangzhou.anjuke.com/prop/view/A1286516386?from=filter&spread=commsearch_p&position=630&kwtype=filter&now_time=1529383426
新塘地铁沙村站，新世界花园，精装两房出售，性价好，看房约。,新塘新世界花园,2015,2室2厅1卫,78.0,低层(共18层),23076.0,精装修,180,增城,新塘,花园东路6号,2018年06月09日,https://guangzhou.anjuke.com/prop/view/A1275448835?from=filter&spread=commsearch_p&position=629&kwtype=filter&now_time=1529383426
五羊K区 超实用一房一厅 采光好 省级培正东实名校 业主急售,五羊新城南区,1998,1室1厅1卫,33.0,低层(共9层),51515.0,简单装修,170,越秀,五羊新城,寺右新马路南一街三巷,2018年06月14日,https://guangzhou.anjuke.com/prop/view/A1282159718?from=filter-saleMetro&spread=commsearch_p&position=780&kwtype=filter&now_time=1529383447
盘福路 低层学位一房 入读东风西路小学东南北单边位 近地铁,盘福社区,1995,1室1厅1卫,35.0,低层(共8层),42857.0,简单装修,150,越秀,盘福路,盘福路,2018年04月18日,https://guangzhou.anjuke.com/prop/view/A1192141688?from=filter-saleMetro&spread=commsearch_p&position=779&kwtype=filter&now_time=1529383447
天河北苑 电梯一房 方正实用,天河北苑,1905,1室1厅1卫,45.0,低层(共11层),40000.0,简单装修,180,天河,沙太,沙太南路274-320号,2018年06月16日,https://guangzhou.anjuke.com/prop/view/A1284898239?from=filter-saleMetro&spread=commsearch_p&position=778&kwtype=filter&now_time=1529383447
丽景花园 磨碟沙电商中心.小户型头资手选.全小区也就这一套！,丽景花苑,1999,1室1厅1卫,44.0,低层(共9层),35227.0,简单装修,155,海珠,琶洲,新港东路72号,2018年05月23日,https://guangzhou.anjuke.com/prop/view/A1249775666?from=filter-saleMetro&spread=commsearch_p&position=777&kwtype=filter&now_time=1529383447
省.公安厅大院稀.缺一房一厅实用40方 难得放盘，且看且珍惜,黄华路24大院,1992,1室1厅1卫,33.0,低层(共7层),46969.0,简单装修,155,越秀,建设,黄华路24号,2018年05月07日,https://guangzhou.anjuke.com/prop/view/A1216889653?from=filter&spread=commsearch_p&position=776&kwtype=filter&now_time=1529383447
寺贝通津小区读署前学 实用低总价 室内面积30方送25方花园,寺贝通津小区,1990,1室1厅1卫,30.0,低层(共6层),53333.0,简单装修,160,越秀,东山口,寺贝通津23号,2018年04月29日,https://guangzhou.anjuke.com/prop/view/A1207369983?from=filter-saleMetro-salesxq&spread=commsearch_p&position=775&kwtype=filter&now_time=1529383447
景泰新村 1楼 可改两房 有花园 可停车,景泰新村,1999,1室1厅1卫,45.0,低层(共8层),41333.0,简单装修,186,白云,景泰,广园中路,2018年06月17日,https://guangzhou.anjuke.com/prop/view/A1286469156?from=filter-saleMetro-salesxq&spread=commsearch_p&position=774&kwtype=filter&now_time=1529383447
黄埔怡园总校区学位 怡园小区 一房改两房 底总价 可公积金,怡园小区,1995,1室1厅1卫,51.0,低层(共8层),30980.0,简单装修,158,黄埔,大沙地,黄埔东路,2018年04月18日,https://guangzhou.anjuke.com/prop/view/A1192060948?from=filter-saleMetro-salesxq&spread=commsearch_p&position=773&kwtype=filter&now_time=1529383447
景泰新村 大院管理 低层一房 位置不错,景泰新村,2019,1室0厅1卫,43.0,低层(共9层),38372.0,简单装修,165,白云,景泰,广园中路,2018年06月17日,https://guangzhou.anjuke.com/prop/view/A1286495630?from=filter-saleMetro-salesxq&spread=commsearch_p&position=772&kwtype=filter&now_time=1529383447
东华西路 低层正规一房 南北对流 南向大阳台 红火炬学位,东华西路小区,1992,1室1厅1卫,34.4,低层(共9层),40697.0,简单装修,140,越秀,东川,东华西路,2018年05月21日,https://guangzhou.anjuke.com/prop/view/A1244175096?from=filter-saleMetro&spread=commsearch_p&position=771&kwtype=filter&now_time=1529383447
明晖苑 客村小学省级学位 近地铁,明晖苑,1998,1室1厅1卫,47.0,低层(共9层),31914.0,简单装修,150,海珠,广州大道南,敦和路78号,2018年06月05日,https://guangzhou.anjuke.com/prop/view/A1269991906?from=filter-saleMetro-salesxq&spread=commsearch_p&position=770&kwtype=filter&now_time=1529383447
永福西约低层小面积正规一房一厅 先烈中学位 急售,永福西约,1993,1室1厅1卫,39.0,低层(共8层),38461.0,简单装修,150,越秀,黄花岗,永福路5-183号,2018年06月09日,https://guangzhou.anjuke.com/prop/view/A1275056039?from=filter-saleMetro-salesxq&spread=commsearch_p&position=769&kwtype=filter&now_time=1529383447
永福西约 先烈中学位一房一厅 户型实用 框架结构 随时看房,永福西约,1996,1室1厅1卫,39.0,低层(共7层),38461.0,简单装修,150,越秀,黄花岗,永福路5-183号,2018年06月06日,https://guangzhou.anjuke.com/prop/view/A1270740574?from=filter-saleMetro-salesxq&spread=commsearch_p&position=768&kwtype=filter&now_time=1529383447
超低总价署前学位 155万,烟墩路大院,1990,1室1厅1卫,30.0,低层(共6层),51666.0,简单装修,155,越秀,东山口,烟墩路,2018年06月13日,https://guangzhou.anjuke.com/prop/view/A1281034601?from=filter&spread=commsearch_p&position=767&kwtype=filter&now_time=1529383447
大两房 通风采光好 近地铁 小区安静 价格笋 松涛北苑 白云,松涛北苑,1995,1室1厅1卫,90.0,低层(共9层),19444.0,简单装修,175,白云,永泰,白云堡道22-183号、松涛南街14、18、20、24...,2018年06月17日,https://guangzhou.anjuke.com/prop/view/A1286940364?from=filter-saleMetro&spread=commsearch_p&position=766&kwtype=filter&now_time=1529383447
万华花园 一楼1房44平带入户花园出售168万看房有钥匙,万华花园,1999,1室1厅1卫,44.0,低层(共9层),38181.0,简单装修,168,海珠,南洲,盈丰路,2018年06月04日,https://guangzhou.anjuke.com/prop/view/A1268259792?from=filter-saleMetro&spread=commsearch_p&position=765&kwtype=filter&now_time=1529383447
收租神器 低总价 细积学位房 入读省级东风西小学 看房方便,盘福社区,1995,1室0厅1卫,34.5,低层(共9层),43427.0,简单装修,150,越秀,盘福路,盘福路,2018年04月24日,https://guangzhou.anjuke.com/prop/view/A1200590179?from=filter-saleMetro&spread=commsearch_p&position=764&kwtype=filter&now_time=1529383447
"东圃羊城花园,实用一房一厅，南北对流，采光好。",羊城花园,2000,1室1厅1卫,41.0,低层(共6层),36097.0,简单装修,148,天河,东圃,中山大道前进1号,2018年06月16日,https://guangzhou.anjuke.com/prop/view/A1285949211?from=filter-saleMetro&spread=commsearch_p&position=763&kwtype=filter&now_time=1529383447
金悦东山国际 小面积泶位房 电梯单间望白云山 看楼方便,金悦东山国际公馆,2007,1室0厅1卫,34.3,低层(共31层),49228.0,简单装修,169,越秀,黄花岗,永福路36号,2018年06月05日,https://guangzhou.anjuke.com/prop/view/A1269735230?from=filter&spread=commsearch_p&position=762&kwtype=filter&now_time=1529383447
金碧雅苑 在售小户型学位房 优越地段 双地铁线 刚需过渡学位,金碧雅苑,2008,1室1厅1卫,35.0,低层(共18层),41428.0,简单装修,145,白云,白云大道,尖彭路,2018年06月01日,https://guangzhou.anjuke.com/prop/view/A1263405744?from=filter-saleMetro-salesxq&spread=commsearch_p&position=761&kwtype=filter&now_time=1529383447
易丰大厦次新小区（月租收益高带天府路学位）,易丰大厦,2010,1室0厅1卫,34.8,低层(共28层),48864.0,简单装修,170,天河,天河公园,翠园街8号,2018年05月22日,https://guangzhou.anjuke.com/prop/view/A1247648816?from=filter-saleMetro-salesxq&spread=commsearch_p&position=760&kwtype=filter&now_time=1529383447
鸿发广场 交通便利地段好 车陂南口 业主手头紧白菜价急售,鸿发广场,2000,1室1厅1卫,44.2,低层(共9层),38043.0,简单装修,168,天河,车陂,车陂路23号,2018年06月12日,https://guangzhou.anjuke.com/prop/view/A1279958594?from=filter-saleMetro&spread=commsearch_p&position=759&kwtype=filter&now_time=1529383447
保利红棉 江燕花园 低层1房可改2 大阳台150万 实图,海富花园,1999,1室1厅1卫,40.0,低层(共10层),39000.0,简单装修,156,海珠,昌岗,江燕路88号,2018年06月09日,https://guangzhou.anjuke.com/prop/view/A1275799110?from=filter-saleMetro-salesxq&spread=commsearch_p&position=758&kwtype=filter&now_time=1529383447
白云大道北 金碧雅苑 36平小户型 总价低 少有放盘,金碧雅苑,2004,1室1厅1卫,36.0,低层(共18层),38888.0,简单装修,140,白云,白云大道,尖彭路,2018年05月19日,https://guangzhou.anjuke.com/prop/view/A1239509592?from=filter-saleMetro-salesxq&spread=commsearch_p&position=757&kwtype=filter&now_time=1529383447
西湾苑一房出售 入读省级协和 大一房 交通好,西湾苑,2001,1室2厅1卫,53.0,低层(共9层),29245.0,简单装修,155,荔湾,环市西路,西湾路,2018年06月16日,https://guangzhou.anjuke.com/prop/view/A1285193077?from=filter-saleMetro-salesxq&spread=commsearch_p&position=756&kwtype=filter&now_time=1529383447
实拍 车陂南地铁口 精装一房 可改两房 黄 金楼层 交通便利,鸿发广场,1998,1室1厅1卫,45.0,低层(共9层),37777.0,简单装修,170,天河,车陂,车陂路23号,2018年06月16日,https://guangzhou.anjuke.com/prop/view/A1285788433?from=filter-saleMetro&spread=commsearch_p&position=755&kwtype=filter&now_time=1529383447
南沙阳光城丽景湾 万达金州中心大盘 精装3房 配套成熟,阳光城丽景湾,2001,1室0厅0卫,86.0,共1层,19302.0,简单装修,166,南沙,金洲,金沙路,2018年05月31日,https://guangzhou.anjuke.com/prop/view/A1262162564?from=filter&spread=commsearch_p&position=754&kwtype=filter&now_time=1529383447
经典3房全明证过2年有心卖,锦绣新天地,2012,3室1厅2卫,90.0,高层(共15层),20000.0,简单装修,180,增城,新塘,府前路29号,2018年04月14日,https://guangzhou.anjuke.com/prop/view/A1187239819?from=filter&spread=commsearch_p&position=753&kwtype=filter&now_time=1529383447
锦绣新天地中层北向 业主小房换大房 急售 可以配合过两年,锦绣新天地,2012,2室1厅1卫,82.0,中层(共17层),18902.0,简单装修,155,增城,新塘,府前路29号,2018年06月15日,https://guangzhou.anjuke.com/prop/view/A1283530991?from=filter&spread=commsearch_p&position=751&kwtype=filter&now_time=1529383447
纪念堂地铁附近 一房一厅 入读东风西路学位 户型方正 采光好,越秀解放北路小区,1990,1室1厅1卫,44.0,低层(共6层),40909.0,简单装修,180,越秀,盘福路,解放北路,2018年06月13日,https://guangzhou.anjuke.com/prop/view/A1280392547?from=filter-saleMetro&spread=commsearch_p&position=750&kwtype=filter&now_time=1529383447
盘福路细积正规一房一厅 入读省级东风西小学 看房方便,盘福社区,1999,1室1厅1卫,32.0,低层(共9层),49375.0,简单装修,158,越秀,盘福路,盘福路,2018年06月06日,https://guangzhou.anjuke.com/prop/view/A1270581784?from=filter-saleMetro&spread=commsearch_p&position=749&kwtype=filter&now_time=1529383447
三元里大道 正升雅境 精装1房,正升雅境,2019,1室1厅1卫,46.8,低层(共19层),38494.0,简单装修,180,白云,机场路,三元里大道963号,2018年05月09日,https://guangzhou.anjuke.com/prop/view/A1221376313?from=filter-saleMetro&spread=commsearch_p&position=748&kwtype=filter&now_time=1529383447
番禺城市花园 地铁3号线番禺客运站环线旁 方正电梯两房 急卖,城市花园,2001,2室2厅1卫,73.7,高层(共13层),21721.0,简单装修,160,番禺,石基,城区大道,2018年06月17日,https://guangzhou.anjuke.com/prop/view/A1286226721?from=filter&spread=commsearch_p&position=900&kwtype=filter&now_time=1529383468
紫茗花园  格局方正  采光通透   证满二   业主急售,紫茗花园,2014,2室2厅1卫,79.1,中层(共15层),17942.0,简单装修,142,南沙,金洲,南沙街,2018年05月29日,https://guangzhou.anjuke.com/prop/view/A1260165230?from=filter-saleMetro&spread=commsearch_p&position=899&kwtype=filter&now_time=1529383468
全小区笋电梯房低于市场价6000一平方,海德花园,2000,2室1厅1卫,70.0,高层(共12层),26571.0,简单装修,186,白云,新市,机场路1291号,2018年06月14日,https://guangzhou.anjuke.com/prop/view/A1282779213?from=filter-saleMetro-salesxq&spread=commsearch_p&position=898&kwtype=filter&now_time=1529383468
别说未来 就是现在 海德花园经典户型就在你身边,海德花园,1999,2室1厅1卫,70.0,高层(共12层),26428.0,简单装修,185,白云,新市,机场路1291号,2018年05月12日,https://guangzhou.anjuke.com/prop/view/A1226312430?from=filter-saleMetro-salesxq&spread=commsearch_p&position=897&kwtype=filter&now_time=1529383468
嘉柏居 电梯两房 厅出阳台 间隔方正 保养新净 无税费,嘉柏居,2000,2室1厅1卫,70.0,中层(共12层),25714.0,简单装修,180,白云,同德围,隆德街2-8号,2018年05月04日,https://guangzhou.anjuke.com/prop/view/A1213432523?from=filter&spread=commsearch_p&position=896&kwtype=filter&now_time=1529383468
旺地吉楼出售，宏康和园，家具家电全送，看房来电,宏康和园,2015,2室2厅1卫,74.0,低层(共15层),20945.0,简单装修,155,黄埔,黄埔开发区,宏光路105号,2018年06月16日,https://guangzhou.anjuke.com/prop/view/A1284921875?from=filter&spread=commsearch_p&position=895&kwtype=filter&now_time=1529383468
丽江花园 德字楼 东南向2房 有钥匙 看房方便 180万,丽江花园德字楼,1999,2室2厅1卫,70.0,中层(共14层),25714.0,简单装修,180,番禺,南浦,新河路,2018年05月31日,https://guangzhou.anjuke.com/prop/view/A1262205116?from=filter&spread=commsearch_p&position=894&kwtype=filter&now_time=1529383468
华燊大厦 电梯三房 学位未占用 看房方便 有需赶紧联系,华燊大厦,2005,3室2厅1卫,76.0,中层(共12层),20394.0,简单装修,155,黄埔,黄埔开发区,青年路483号,2018年06月06日,https://guangzhou.anjuke.com/prop/view/A1271217164?from=filter&spread=commsearch_p&position=893&kwtype=filter&now_time=1529383468
高桥大街 两房 东南西三边全明屋 周边配套齐,高桥大街小区,1999,2室1厅1卫,74.0,高层(共12层),19729.0,简单装修,146,白云,罗冲围,白云区罗冲围高桥大街11号,2018年05月30日,https://guangzhou.anjuke.com/prop/view/A1261399255?from=filter-saleMetro&spread=commsearch_p&position=892&kwtype=filter&now_time=1529383468
成丰大厦 中装修 电梯实用三房 业主诚心放卖,成丰大厦,2019,3室1厅1卫,72.0,高层(共13层),25000.0,简单装修,180,白云,黄石,机场路1784-1814号,2018年05月01日,https://guangzhou.anjuke.com/prop/view/A1209302878?from=filter-saleMetro-salesxq&spread=commsearch_p&position=891&kwtype=filter&now_time=1529383468
电梯高层2房双阳台，通风透光房子方正大体，价格实惠卖就到赚到,蔚蓝大厦,2005,2室1厅1卫,76.0,高层(共13层),20394.0,简单装修,155,黄埔,黄埔开发区,青年路461号,2018年06月10日,https://guangzhou.anjuke.com/prop/view/A1276878426?from=filter&spread=commsearch_p&position=890&kwtype=filter&now_time=1529383468
华侨城 简单装修，楼层佳视野好，总价底急卖好房,华侨城,1998,2室2厅1卫,76.6,高层(共13层),21934.0,简单装修,168,番禺,市桥西,西丽南路228号,2018年05月28日,https://guangzhou.anjuke.com/prop/view/A1257980532?from=filter&spread=commsearch_p&position=889&kwtype=filter&now_time=1529383468
云峰花园，花都旧区，中层两房望花园，地铁口物业，来电即可看房,云峰花园,2012,2室2厅2卫,74.0,中层(共15层),19189.0,简单装修,142,花都,旧区,镜湖大道2号,2018年06月12日,https://guangzhou.anjuke.com/prop/view/A1279661191?from=filter&spread=commsearch_p&position=888&kwtype=filter&now_time=1529383468
店长介绍  东城雅苑 精装2房 楼层好 只有唯一的一套,东城雅苑,2005,2室2厅1卫,76.0,中层(共12层),19736.0,简单装修,150,黄埔,黄埔开发区,"春晖二街27,29,33,35,37,39,41,43,45,47，4...",2018年06月01日,https://guangzhou.anjuke.com/prop/view/A1263773719?from=filter&spread=commsearch_p&position=887&kwtype=filter&now_time=1529383468
海珠海港花园 豪华装修 南向方正2房 业主诚意出手,海港花园,2010,2室2厅1卫,72.0,中层(共15层),25000.0,简单装修,180,海珠,琶洲,新港东路234号,2018年05月30日,https://guangzhou.anjuke.com/prop/view/A1260731170?from=filter-saleMetro&spread=commsearch_p&position=886&kwtype=filter&now_time=1529383468
急售2房。业主资金周转。房源亏卖。笋盘,中颐海伦堡御院,2012,1室1厅1卫,74.0,中层(共18层),24324.0,简单装修,180,番禺,市桥南,桥南路190号,2018年05月18日,https://guangzhou.anjuke.com/prop/view/A1238827889?from=filter-salesxq&spread=commsearch_p&position=885&kwtype=filter&now_time=1529383468
世纪笋盘城西花园 电梯2房  有匙即看 178万实收,城西花园,1999,2室2厅1卫,75.0,中层(共15层),25066.0,简单装修,188,白云,金沙洲,丽日街,2018年05月29日,https://guangzhou.anjuke.com/prop/view/A1259088919?from=filter-saleMetro-salesxq&spread=commsearch_p&position=884&kwtype=filter&now_time=1529383468
业主因工作调动 急售雍景豪园 电梯 格局实用 证过五年一套房,雅居乐雍景豪园,2006,2室2厅1卫,78.0,中层(共12层),21794.0,简单装修,170,广州周边,佛山,达令大道,2018年06月16日,https://guangzhou.anjuke.com/prop/view/A1285776383?from=filter&spread=commsearch_p&position=883&kwtype=filter&now_time=1529383468
黄埔东区 宏康花园 方正两房 装修保养好 采光通风 温馨舒适,宏康花园康慧苑,2006,2室2厅1卫,74.0,高层(共15层),24324.0,简单装修,180,黄埔,黄埔开发区,春晖四街17号,2018年05月09日,https://guangzhou.anjuke.com/prop/view/A1220106610?from=filter&spread=commsearch_p&position=882&kwtype=filter&now_time=1529383468
政策已经至此，房价逐渐回升，观望后悔莫及,南沙富港花园,2008,2室2厅1卫,78.6,中层(共15层),17813.0,简单装修,140,南沙,金洲,进港大道,2018年04月02日,https://guangzhou.anjuke.com/prop/view/A1171450595?from=filter&spread=commsearch_p&position=881&kwtype=filter&now_time=1529383468
城中独栋别墅，3层高，低于市场价30万，仅售180万,宝南尾,1980,1室1厅1卫,64.0,共3层,28125.0,简单装修,180,海珠,宝岗,南田路,2018年05月24日,https://guangzhou.anjuke.com/prop/view/A1250997451?from=filter-saleMetro&spread=commsearch_p&position=880&kwtype=filter&now_time=1529383468
